timestamp,tweet
2020-02-12 16:51:42,"@agcy_1210 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 16:48:40,"@LoveBling6 @Natanie27403278 @Mommo821 @KenDavi80404473 @voeljegoed #Verichip showed an #behaviour #correction #chip back in 2008, i red. Do you think that it operates by itself?. #rfid has an antenne and an memory chip. I think that #Vodafone of #England is in it."
2020-02-12 16:35:57,"@shilpakatariaa Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 16:34:26,Dear @VodafoneIN #Vodafone  I am facing internet speed problem from so many days. Currently I m in jaipur malviyanagar. Speed is slow as 2g.please help me to shift to other provider if your r not able to provide good service @Vodacom111
2020-02-12 16:33:18,"Anyone on #Vodafone get onto your VeryMe rewards section on your app and claim a FREE bottle of Prosecco from @majesticwine - just don’t buy ALL the red wine from the shop when you go in, like I just did 🥰 https://t.co/bzhizmRs2N"
2020-02-12 16:30:00,"#Vodafone Qatar's #National #Sport Day 2020 activities blend technology &amp; sports
https://t.co/N4kVVJzbw4"
2020-02-12 16:20:49,Still no reply #Vodafone https://t.co/IZiyCIoB22
2020-02-12 16:20:27,"@GaneshSangh Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 16:15:49,RT @Halecomms: Thanks for the treats @VodafoneUK. The perks of being a Vodafone Partner!🙂 #Vodafone #freebies #treats #partner #halecomms #…
2020-02-12 16:13:46,"No2 #vodafone I'm still not able to activate a new nowtv subscription, trying to speak to a person, instead of an automated system is near impossible, yes I finally spoke to somebody who read the usual script, they got both barrels, 22 yrs cancel the contract, not fit for purpose"
2020-02-12 16:13:27,"@Ujjawal72266944 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 16:11:13,"No.1 #Vodafone 22 yrs with them, they screw me over for 10mths of a nowtv pass, I honoured the 2 yr contract the benefits of the contract are mine to use not be dictated when and how I use it, now a new contract and 3 wks in &amp; 7hrs + speaking with chatbots and ppl in India, https://t.co/z3xwU6NMtP"
2020-02-12 16:02:21,RT @DailyNewsEgypt: This comes after Saudi Telecom Company (@stc) signed MoU with #Vodafone International to buy 55% of the shares of its s…
2020-02-12 16:02:05,RT @DailyNewsEgypt: Egyptian Competition Authority is studying if @telecomegypt's right of pre-emption to buy #Vodafone's global shares in…
2020-02-12 15:57:47,"@manishkrtiwary Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 15:56:56,"This comes after Saudi Telecom Company (@stc) signed MoU with #Vodafone International to buy 55% of the shares of its subsidiary, @VodafoneEgypt, with an initial value of $2.392bn"
2020-02-12 15:56:21,Egyptian Competition Authority is studying if @telecomegypt's right of pre-emption to buy #Vodafone's global shares in @VodafoneEgypt is compatible with the Law on Protection of Competition https://t.co/21su4GzTeS
2020-02-12 15:44:11,"@VodafoneIN But there was no point in discussing anything with you.  You still haven't returned my money back. You know the phone number, the transaction details but no action 
@TRAI @consumerforum_ #fraud #Vodafone #cheating"
2020-02-12 15:22:44,"#vodafone 

I'm the CUSTOMERS ur having a bad connectivity in Bangalore RT nagar BHUVANESHWARI nagar can't able to download 20kb image this is shame kindly do the need full 
ASAP"
2020-02-12 15:22:11,Great overviews of Vodafone Business Big Bets and MPN Architecture; interesting to see CPaaS as comms enabler in #Vodafone's digital solutions platform #VodafoneIAR https://t.co/IMKsd7MEly
2020-02-12 15:14:56,"Hey @VodafoneUK. I've waited all morning for a team to show up to fix my line. It's now 1511 and still no show. This after having to wait a week until I can have a midweek day off. This is not acceptable.

#poorservice #shoddy #vodafone"
2020-02-12 14:52:27,"@jaisabhishek Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 14:50:27,"@arjitdecentguy Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 14:47:48,"RT @VolumeLtd: #TOBi is the Vodafone Digital Assistant (much more than just a Bot!), and TOBi is hosting a 24 hour #Hackathon in the #Vodaf…"
2020-02-12 14:45:03,@VodafoneIN is crafting neat schemes to keep itself afloat. Just charged me INR 3000 to deactivate a plan mere minutes after activating it. Gross abuse of consumers’ rights. Need my freedom to choose plans back. #azaadi #Vodafone #consumeraffairs #abuse @irvpaswan @raosahebdanve
2020-02-12 14:40:27,"@AvdheshKumar119 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 14:35:14,RT @sdxcentral: Verizon Broadens 5G Lab Footprint to London https://t.co/s9ojtqvCiQ #5g #breakingnews #edgecomputing #ktcorp.(koreatelecom)…
2020-02-12 14:24:12,#Vodafone. Not a human to be had in customer care.
2020-02-12 14:17:29,Verizon Broadens 5G Lab Footprint to London https://t.co/s9ojtqvCiQ #5g #breakingnews #edgecomputing #ktcorp.(koreatelecom) #rogerscommunications #telstracorporation #verizon #vodafone
2020-02-12 14:08:28,RT @Market_Screener: Vodafone : joins Mobile World Congress exodus #Vodafone #Stock #MarketScreener https://t.co/zBcDn6rtrg https://t.co/t8…
2020-02-12 13:33:20,Vodafone : joins Mobile World Congress exodus #Vodafone #Stock #MarketScreener https://t.co/zBcDn6rtrg https://t.co/t8CWHNirr6
2020-02-12 13:32:47,@VodafoneIreland @VodafoneIreland I have DM'd you about this issue - can I expect a response from you today? #Vodafone #vodafonedown
2020-02-12 13:28:10,"RT @FinancialXpress: #Vodafone makes its cheapest data plan more lucrative, offers unlimited calling - check details https://t.co/gmPz4t3Ec…"
2020-02-12 13:23:57,"@Thanseer_tvm Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 13:20:06,"❗ We look at the market-moving events that have shaped equity markets last week on https://t.co/wsFCwmXdYb ❗

#coronavirus #nCoV #China #business #Brexit #trade #ProfitWarning #IPOs #airlines #autos #Huawei #Vodafone #Amazon #AppleWatch #Spotify #BP #IKEA #Tesla #WizzAir https://t.co/wlrUiAnBsC"
2020-02-12 13:16:02,"@SiddharthM_ Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 13:15:33,"@VodafoneIN #Vodafone #Delhi 
Internet Speed of Vodafone Delhi.Please don't buy vodafone Sim card in Delhi.Vodafone ye kaunse time ki Internet speed hai... 2000 ki...Ab 2020 chal rha hai #Network #Mobile #sim #Vodafonedelhi
@airtelindia @Airtel_Presence best network in Delhi. https://t.co/XFmgIgLfQM"
2020-02-12 13:02:15,"Looking for the new Samsung phone pop into one of my stores to pre order one  

@ashtonarcades @CSHydeshopping 

#vodafone #Ashton #buxton #hyde https://t.co/ebVTnKlXpv"
2020-02-12 13:02:01,We second that @LalitaSingh_VF and thanks to the folks at #Vodafone helping us stay connected with our clients which is a core element of our property management strategy https://t.co/C96sqzV9pl
2020-02-12 12:59:45,RT @TechnoVlogy: #VODAFONE RS 129 PREPAID PLAN VALIDITY INCREASED WITH 24 DAYS VALIDITY https://t.co/6FcvyE03uC
2020-02-12 12:57:19,#VODAFONE RS 129 PREPAID PLAN VALIDITY INCREASED WITH 24 DAYS VALIDITY https://t.co/6FcvyE03uC
2020-02-12 12:40:56,"@DGStormtrooper Not sure, might jump to #Vodafone?  All my friends seem to get much better deals &amp; offers! Who you with!"
2020-02-12 12:15:44,"@kj_chauhan Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 12:14:46,"Look👀 #Apple #iPhone 6S #UNLOCKED #AllNetworks #EE #O2 #VODAFONE #VODA #GIFFGAF #VIRGIN #VIRGINNETWORK #THREE #THREENETWORK Owned From New Immaculate Condition #Silver #mobilephone
1 Owner #Used #AppleiPhone #FORSALE #iPhone6s https://t.co/7PAAP1079z"
2020-02-12 12:14:45,"@robinNthacker Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 11:53:12,"#Vodafone Rs 129, Rs 199 prepaid plans revised: Check full details https://t.co/H7fju1UZIK https://t.co/GS0mZLkcY7"
2020-02-12 11:50:48,@harrismonkey So that’s where #vodafone have put all of their transmitters!
2020-02-12 11:47:41,Security starts in your supply chain and your infrastructure. Everything else relies on that. #huawei #vodafone #goodnews #trump https://t.co/drGfaB963x
2020-02-12 11:46:09,"RT @idealstock: https://t.co/uTNUTZMA2K
Share market update: #Telecom shares down; #Vodafone #Idea falls 6%"
2020-02-12 11:44:53,"RT @Victor40155203: @Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to than…"
2020-02-12 11:44:29,"RT @MrOlamide5: @Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed…"
2020-02-12 11:30:06,"And done from 19.1 up to 20.1! 

Fun fact, due to an ISP disorder #vodafone , I was unable to help my sister for a long time. Now she is happy with 1&amp;1 :) https://t.co/r3QyDKygQa"
2020-02-12 11:20:11,@ndtvindia Why would anyone pay anything to @VodafoneIN which has #ZeroNetwork ? Worst #Vodafone
2020-02-12 11:13:42,"RT @Victor40155203: @Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to than…"
2020-02-12 11:13:39,"RT @MrOlamide5: @Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed…"
2020-02-12 11:12:36,"Join us &amp; the @VolumeLtd Volume QBox Team in Düsseldorf with @VodafoneGroup. #TOBi is the Vodafone Digital Assistant (much more than just a Bot!), and TOBi is hosting a 24h #Hackathon in the #Vodafone SkyLounge in #Düsseldorf on February 28ᵗʰ! https://t.co/Kt2gS63Ae4 https://t.co/zEzm0Po5dY"
2020-02-12 11:07:57,"@thesachinnair Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 10:58:35,"@VodafoneIN With this kind of customer orientation it's impossible to survive &amp; no wonder why @VodafoneIN shares crashed &amp; hovering at all time low.
I have decided to to quit @VodafoneIN  &amp; it's a sad affair as I am associated with Vodafone since last 15 years

#Vodafone"
2020-02-12 10:53:54,"@rooshindalal Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 10:52:38,"#Vodafone Netherlands to introduce 5G-ready subscriptions, unlimited data in March https://t.co/v13ezrQflb"
2020-02-12 10:48:24,#Vodafone #ideas all of sudden my num has stopped wkg. airtel informed me that old network provider has blocked all most 35000 users becoz of some outstanding payment after 3months without informing.have to visit multiple stores to resolve the issue. #vodafone#loosing customer
2020-02-12 10:46:37,"@VodafoneIN Got this same bot message last time as well. And your customer care accused me of downloading games on mobile data and called it VAS deduction! I've never used mobile data. If I don't receive a refund, I'll consider switching to another network! #Vodafone #Idea #scam #fraud"
2020-02-12 10:43:29,"#Vodafone Unveils New Plans In India https://t.co/x3M4MrIFgc

#Android, #news, #smartphones, #like4like, #likeforlike, #follow4follow, #techblog, #technews #futuretechnology #telecom #socialmedia #innovation #prepaid #plan #delhi #India #techhacks #media"
2020-02-12 10:42:33,"#Vodafone Unveils New Plans In India https://t.co/dB37UxdjNH

#Android, #news, #smartphones, #like4like, #likeforlike, #follow4follow, #techblog, #technews #futuretechnology #telecom #socialmedia #innovation #prepaid #plan #delhi #India #techhacks #media"
2020-02-12 10:34:46,What's the point of spending 100s for top up/prepaid recharge if you can't use it? After every recharge there's a VAS deduction! I've even told @VodafoneIN customer care to permanently stop/deactivate VAS. Still they keep deducting. #Vodafone #vas #fraud #scam
2020-02-12 10:30:50,"This is the 5th tym @VodafoneIN has deducted Rs. 49 from my balance. They name it VAS. I've never turned on mobile data(used WiFi). Upon calling them, they say some sites charge money &amp; they can't help it!Many people have complaints! They're stealing our money! #Vodafone #fraud"
2020-02-12 10:30:33,#watchdog #Ofcom #Vodafone #youtubead Vodafone are allowing third party 'scam' sites to take money via your Vodafone direct debit through adverts on youtube BEAWARE of #fuzeforge they claim to send you a text saying they're taking money but haven't sent any text. #theft #illegal
2020-02-12 10:29:00,"RT @Victor40155203: @Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to than…"
2020-02-12 10:28:36,"@Williamsodds_1 If you love to win, @williamsodds_1 is the best man to help you. @williamsodds_1 don't know how to thank you again, may the lord reward you

#Vgeng #ethiopia #bruce #iyke #UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg https://t.co/0fmQO6lbsn"
2020-02-12 10:23:04,"RT @MrOlamide5: @Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed…"
2020-02-12 10:22:54,"@Williamsodds_1 In a nutshell, I must say thank you for this great win. @williamsodds_1 have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #poch #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria https://t.co/xGz7L4yoL6"
2020-02-12 10:22:40,"@in_avinashkumar Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 10:18:50,"@Madan10526925 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 10:17:50,"@rajesh_sama Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 10:07:43,"@mondalarif2 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 10:04:41,"@airtelbank Sent you my number.Please let me know whats the process.
#fail #vodafone #worst #telecom #service @VodafoneIN"
2020-02-12 09:57:53,"RT @vodafone_de: #TOBi is the Vodafone Digital Assistant (much more than just a Bot!), and our TOBi is hosting a 24h #Hackathon in the #Vod…"
2020-02-12 09:52:49,"@hussain082 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 09:50:56,"Getting calls from United Kingdom. 
Ye telecom companies kisko kisko data bechti hain ? #Vodafone https://t.co/caWCA1o3YZ"
2020-02-12 09:48:54,"@gaurav363636gv Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 09:48:52,"#Vodafone makes its cheapest data plan more lucrative, offers unlimited calling - check details https://t.co/gmPz4t3EcE https://t.co/Fh24KLcU37"
2020-02-12 09:45:58,"@pratseek Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 09:35:16,"Thanks for the treats @VodafoneUK. The perks of being a Vodafone Partner!🙂 #Vodafone #freebies #treats #partner #halecomms #wednesdaymorning 
@RobDey https://t.co/QcKZ6vfjWy"
2020-02-12 09:34:41,NEW #SAMSUNG GALAXY #S20 SERIES AVAILABLE TO PRE-ORDER AT #VODAFONE UK https://t.co/JjFx62jUDq #electronics
2020-02-12 09:23:11,"#Vodafone 
Horrible service provider ...can't hear through any phone call clearly today
What is the issue ??"
2020-02-12 09:22:27,"#ConnectingAfrica: @Vodacom will take over the management of @VodafoneGhana from April. #Vodafone #Vodacom #VodafoneGhana 
https://t.co/qHF9mlWAeN"
2020-02-12 09:21:33,"@santoshaluvala Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 09:14:36,"If you love to win, @bestodd9 is the best man to help you. @bestodd9 don't know how to thank you again, may the lord reward you.
#Vgeng #ethiopia #bruce #iyke #UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigeria #ghana #Zlatan https://t.co/w9fgzBD60W"
2020-02-12 09:11:52,"Massive #DSL-#Störungen bei #Telekom, #Vodafone, #O2, 1 https://t.co/4qDAuXzGuy via @PCWELT"
2020-02-12 09:08:44,"In a nutshell, I must say thank you for this great win. @bestodd9 You have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria #ghana https://t.co/slh2g0LZGp"
2020-02-12 09:03:46,"Kindly solve my data Speed issue, as i tried your customer care email, toll free number, visiting Store.I  just got a simple answer that your issues is solved but nothing happened. 
Now it's high time to look into this matter.
#Vodafone #vodafoneIN  #ncr #noida #delhi https://t.co/AhZiFITFuD"
2020-02-12 09:00:16,"RT @Adhiambomarvel1: If you love to win, @joshua_fixed is the best man to help you. @joshua_fixed don't know how to thank you again, may th…"
2020-02-12 08:59:20,"If you love to win, @joshua_fixed is the best man to help you. @joshua_fixed don't know how to thank you again, may the lord reward you.

#Vgeng #ethiopia #bruce #iyke #UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigeria https://t.co/eCnaG1U4XY"
2020-02-12 08:54:47,"RT @SarafiWeesem: In a nutshell, I must say thank you for this great win. @joshua_fixed have within a short while, changed my lifestory and…"
2020-02-12 08:50:54,"In a nutshell, I must say thank you for this great win. @joshua_fixed have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #poch #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria #ghana https://t.co/970OmX2fWz"
2020-02-12 08:31:11,SmartWorld News Podcast – 11 febbraio 2020#pcexpander #cybernews #android #samsung #lg #nokia #huawei #honor #smartphone #apple #iphone #iliad #wind #tre #vodafone #homobile #coopmobile #tim #kenamobile #telefonia https://t.co/tmkhLnikyq
2020-02-12 08:30:12,"@GarryWhite looks at the events that have shaped markets last week, including: #coronavirus #nCoV #China #business #UK #Brexit #trade #ProfitWarning #IPOs #airlines #autos #Amazon #AppleWatch #Spotify #IKEA #Tesla #Vodafone #WizzAir and much more 👉 https://t.co/mTWow2wYN9 https://t.co/eVeiODvjWo"
2020-02-12 08:18:02,"RT @NGSophia3: If you love to win, @winning_odd is the best man to help you. @winning_odd don't know how to thank you again, may the lord r…"
2020-02-12 08:17:43,"If you love to win, @winning_odd is the best man to help you. @winning_odd don't know how to thank you again, may the lord reward you.

#Vgeng #ethiopia #bruce #iyke #UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigeria https://t.co/FGmLxlqnPD"
2020-02-12 08:05:32,"RT @PastorAde4: In a nutshell, I must say thank you for this great win. @winning_odd have within a short while, changed my lifestory and fo…"
2020-02-12 08:05:27,"In a nutshell, I must say thank you for this great win. @winning_odd have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria #ghana https://t.co/eydPsFYSAr"
2020-02-12 07:45:18,"RT @Obinna24192625: In a nutshell, I must say thank you for this great win. @THEPRINCEFIXED have within a short while, changed my lifestory…"
2020-02-12 07:44:13,"In a nutshell, I must say thank you for this great win. @THEPRINCEFIXED have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria https://t.co/iLT0v6ERp0"
2020-02-12 07:25:32,"@Airtel_Presence #airtelthanks  for guiding me to port from @Airtel_Presence  to @VodafoneIN ... fed up with your 50kbps speed of internet service, gonna port my 3 #airtel nos into #Vodafone"
2020-02-12 07:09:29,"#IoTicker Network failure in almost all networks for communication in #Germany. Whoever has set on #Single #Source like #Vodafone #NBIoT or #Sigfox had a real problem. My answer or solution is #NoG on #SubGHz #Meshnet with border gateway with #LTE, fallba…https://t.co/0wLqOXQPV6"
2020-02-12 07:04:40,@VodafoneIN  what's BASIC profit in playing your advertising audio before ringing any #Vodafone user cell number what you want express if someone is in trouble and want to talk that buddy urgently is not any type of @TraiIndia guidelines or rules to control that type of stuff.
2020-02-12 07:03:42,@ahmednasirlaw @makaumutua @WehliyeMohamed @DavidNdii @alykhansatchu #Vodafone care to explain how 10% stake was given to #Moi ? Safaricom was a state entity
2020-02-12 07:01:18,"If you love to win, @Donald__arena is the best man to help you. @Donald__arena don't know how to thank you again, may the lord reward you.

#Vgeng #ethiopia #bruce #iyke #UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigeria https://t.co/PLL7KIPUq0"
2020-02-12 06:56:09,@Airtel_Presence I don't want your help anymore bcoz I hv alrdy decided 2 port my no. to #Vodafone .
2020-02-12 06:55:24,"In a nutshell, I must say thank you for this great win. @Donald__arena have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria #ghana https://t.co/sSnkRK0fgp"
2020-02-12 06:45:00,"#Vodafone teamed up with OX Fitness, one of the leading gyms in #Qatar, to offer the country’s first Virtual Reality (VR) workout.
#QatarNationalSportsDay #NSD2020 #VRWorkout 
https://t.co/DT3V8JNMdF"
2020-02-12 06:42:32,"GAME WON

IF YOU ARE INTERESTED IN OUR FIXED MATCH TODAY

CALL OR WHATSAPP +2348176784291

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria #ghana #SouthAfrica #africans #africa #ghanaians #ghanians #1xbet https://t.co/XpxWMxqEfH"
2020-02-12 06:40:41,RT @3g4gUK: Operator Watch Blog: Iceland getting ready for the year of 5G - https://t.co/ypLNVdD6zr #3G4G5G #Nova #Siminn #Vodafone #Ericss…
2020-02-12 06:40:39,"RT @JudeOkoro12: If you love to win, @Betfixed12 is the best man to help you. @Betfixed12 don't know how to thank you again, may the lord r…"
2020-02-12 06:39:29,"RT @PastorAde17: In a nutshell, I must say thank you for this great win. @Betfixed12 You have within a short while, changed my lifestory an…"
2020-02-12 06:36:28,"In a nutshell, I must say thank you for this great win. @Betfixed12 You have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria https://t.co/CUrEVrSmWb"
2020-02-12 06:34:45,"RT @PastorAde16: In a nutshell, I must say thank you for this great win. @sureodds_fixed have within a short while, changed my lifestory an…"
2020-02-12 06:34:13,"If you love to win, @Betfixed12 is the best man to help you. @Betfixed12 don't know how to thank you again, may the lord reward you.

#Vgeng #ethiopia #bruce #iyke #UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigeria #ghana https://t.co/1zJi695N69"
2020-02-12 06:30:57,"@goin_bonkers99 Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 06:28:00,"@VodafoneIN Pathetic service.Wanted to port number.Its been 6 days.Still not done.Dont want to go with you anymore.Will cancel request now and will go ahead with @airtel
Seriously #worst service even before joining your #Network @VodafoneGroup #vodafone"
2020-02-12 06:25:45,"In a nutshell, I must say thank you for this great win. @sureodds_fixed have within a short while, changed my lifestory and for that I say I'm grateful

#UnderTheSheets #Samsung #poch #mike #Shattawale #bawumia #vodafone #Chelsea #bloomberg #Nigerian #Nigerians #Nigeria #ghana https://t.co/D5gn4qV5mP"
2020-02-12 06:13:29,Vodafone services sucks alot . If you can't handle your customers then whats the need to be in market ? #Vodafone  #vodafoneservices
2020-02-12 06:07:28,"https://t.co/uTNUTZMA2K
Share market update: #Telecom shares down; #Vodafone #Idea falls 6%"
2020-02-12 05:51:17,"@DoT_India @VodafoneIN Thank you.
However #Vodafone is saying ""No further coverage enhancement feasible"".
Which is very disappointing, and also unacceptable, and for which we have requested kind intervention from the highest offices."
2020-02-12 05:42:42,"Kind request to Honble Minister Shri @rsprasad.
Suffering from almost zero performance by #Vodafone #Idea indoors in our residential area in #Patiala since more than a year.
The residential area ""New Officers Colony"" is a large, well know, premium location in Patiala.
Thank you. https://t.co/77JZ8nJ6T7"
2020-02-12 05:39:44,"@agrima_nagar Hi! We’ve not received any response from your end. Hence, we're closing the case. Please get back to us if the issue still persists. Regards, #Vodafone"
2020-02-12 05:05:23,"#vodafoneidea #vodafone #mumbai 
@vodafoneIn
Network issues on 4g network"
2020-02-12 04:48:26,"@VodafoneIN @VodafoneGroup @Idea @Airtel_Presence @airtelindia because of your system issue  my number got disconnected.
#Vodafonedown 
#vodafoneidea 
#Vodafone 
#Airtel 
#airtel
#CustomerExperience 
#customerfeedback 
#worst"
2020-02-12 04:41:09,"What's going on @VodafoneIN ?
From the past 3days there is no internet on my so called 4G vodafone network. This is so shameful to treat your customers like this.
#vodafonein #vodafonedown #vodafoneidea #Vodafone"
2020-02-12 04:27:04,"@VodafoneIN Any update @VodafoneIN ... Or you are proving your self as a worst Network provider 
#Vodafone 👎🏻"
